那些只听前奏就中毒的英文歌,流行-欧美-快乐,介绍：地铁，公交，上班途中，回家路上，一首前奏放松心情,393万,193354032,16,10365
「俏皮可爱」节奏欢快的英文歌,欧美-快乐-流行,介绍：嘿，别不开心了，一起来听歌吧！【新人~只是单纯的想分享一下我喜欢的歌，不太会做歌单】希望点进歌单的你能够天天开心！！♬︎*(๑ºั╰︎╯︎ºั๑)♡︎我希望我的歌单里每一首都是精品，所以可能会花些时间去找歌，持续更新！欢迎推荐歌曲！！感谢你的喜欢！感谢音乐让我们相遇！封面小改改：Chloe,13722,1595524,89,57
「PB-R&B 」另类迷幻的空灵音律。,欧美-另类/独立-R&B/Soul,介绍：PBR&B也可以称为独立R&B或另类R&B，它通过合成器制造出一种冰冷空旷的感觉。并结合嘻哈、电子、迷幻摇滚和氛围音乐的元素，使歌曲在质感上得到升华。PBR&B发源于21世纪00年代末期，大约在2008、2009年。在当代R&B逐渐没落的时候，这种新型的R&B音乐形式就应运而生了。本歌单PBR&B/Soul/city pop,72015,6738958,191,303
[R&B]微醺 像轻云细雨般，缠绵不清,华语-欧美-R&B/Soul,介绍：在柔和的灯光下，你坐在沙发上，享受着一杯红酒，迎接着深情的R&B旋律。R&B曲风以其柔和的旋律和感性的歌词著称，它能够带给你深深的感动和共鸣。这种曲风通常包含着缓慢的节奏和柔软的嗓音，让你沉醉在其中。从静谧的钢琴曲到热烈的放克节拍，这个歌单涵盖了各种R&B的特点，从而完美地展现了这一曲风的多样性。无论是在浪漫的夜晚还是在休闲的下午，这个歌单都能够为你带来温暖和感动，让你沉浸在R&B的世界里。,948,207417,96,1
『R&B』温柔与慵懒交织的氤氲梦境,欧美-R&B/Soul-治愈,介绍：R&B (Rhythm and Blues)：节奏布鲁斯，又称节奏怨曲。是一种首先非裔美国人艺术家所演奏，并融合了爵士乐、福音音乐和电子布鲁斯音乐的音乐形式。由此发展来的有当代节奏布鲁斯（Contemporary R&B）、另类节奏布鲁斯（Alternative R&B）、放克（Funk）、灵魂乐（Soul）……,73238,4512878,93,219
INFJ ｜独处 自由 松弛感 沉浸式 放空,欧美-治愈-轻音乐,介绍：内向而不呆滞 寂静而有力量希望我们 勇敢 自由 松弛 随性 及时行乐想做一个心里平静的人不喜欢孤独习惯孤独喜欢孤独自由又孤独又快乐INFJ的偏爱月亮 星星 云 公园 海边 枫叶 秋冬 大自然 美术馆 咖啡店辽阔 自由闹市之中的安静独而不孤INFJ的药下雨天无打扰的睡眠阅读一些哲理类、浪漫感性的文字听纯音乐看一些纪录片拍摄日落 天空 树 落叶发呆慢热不多说话 不懂讨好不喜欢迎合别人也不愿意将就 合则来不合则散享受安静和独处————————————————INFJ内心总是充满激烈矛盾安静 神秘而温柔的提倡者 俗称小老头温柔、克制、坚定、理想主义者独而不孤 行而有力『这是属于我们的避风港』,15万,7560169,434,2020
『欧美风』节奏感｜运动｜醒脑｜耳孕专用,流行-运动-欧美,介绍：自律更自由 :)堅持運動和學習保持自律自信獨立,33727,5107178,219,755
[欧美]燃爆性强节奏踩点歌曲（不定期更新）,欧美-摇滚-流行,介绍：适用于手书、合集等视频制作配乐|ω・）欢迎取材配乐o(｀・ω・´)o配合随机播放食用更佳(。-ω-)zzz,21659,2391219,162,32
比伯/碧梨/猴西/霉霉/水果/A妹/戳爷/Lauv/,欧美-流行,介绍：随机播放/猴西/碧梨/霉霉/戳爷/Lauv/水果/A妹/比伯/-以下是未标注在封面名称的歌手/Gaga/烟鬼/断眉/黄老板/蕾哈娜/魔力红/落德/萌德/等…..,31030,2810032,206,165
Urban · 历届格莱美精选集,欧美-说唱-R&B/Soul,介绍：在2013年第55届格莱美奖以前，还没有正式设立Best Urban Contemporary Album 这个奖项。本歌单收录了近年来格莱美的最佳当代都市提名&获奖专辑。第55届最佳当代都市专辑：《Channel Orange》－Frank Ocean （获奖）《Fortune》－Chris Brown《Kaleidoscope Dream》－Miguel 第56届：《Unapologetic》 – Rihanna （获奖）《Love and War》 – Tamar Braxton《Side Effects of You》 – Fantasia《One: In the Chamber》 – Salaam Remi《New York: A Love Story》 – Mack Wilds第57届：《G I R L》 – Pharrell Williams （获奖）《Sail Out》 – Jhené Aiko《Beyoncé》 - Beyoncé《X》 – Chris Brown《Mali is...》 – Mali Music第58届：《Ego Death》- The Internet 《You Should Be Here》 - Kehlani《Blood 》 - Lianne La Havas 《Wildheart》 - Miguel《Beauty Behind The Madness》 - The Weeknd （获奖）第59届：《Lemonade》 - Beyoncé （获奖）《Ology》 - Gallant《We Are King》 - KING《Malibu》 - Anderson .Paak《Anti》 - Rihanna 第60届：《Starboy》 – The Weeknd （获奖）《Free 6lack》 – 6lack《“Awaken， My Love!”》 – Childish Gambino《American Teen》 – Khalid《Ctrl》 – SZA第61届、第62届，因篇幅所限详见评论。,21680,2037227,92,91
「快乐星球」 会让你心情变好的欧美小调,欧美-流行-快乐,介绍：你要好好努力，要知道生活里还有很多美好，要学会自己照顾自己，吹干了头发在睡觉，别过分拼命，不要钻牛角尖，失去谁不要紧，因为还有很多人陪你。记住该记住的，忘记该忘记的。改变能改变的，接受不能改变的。不管生活怎样，总有一道属于自己的明媚阳光，用自己的脚步走出属于自己的风景。愿您每一天醒来都是美好的！,59,66582,120,1
「欧美 超燃 节奏」女生既可以美也可以酷,欧美-流行-兴奋,介绍：“女孩子应该一辈子都觉得自己很美丽，而非只在风华正茂的时候才觉得自己美丽。”一个女孩美好的生活状态是：不畏年龄，兜里有钱，心中有诗，脚下有路，用自己喜欢的方式过好这一生，永远自带光芒。,6243,847421,71,40
欧美治愈｜世界不再贩卖焦虑，开始流行快,欧美-治愈-清新,介绍：希望我们每个人都可以尽可能的做自己，穿最喜欢的衣服，吃最喜欢的早餐，没有睡不着的苦恼，喜欢你能在每一件小事上感到快乐，希望你接受生命中的起起落落，希望你能对自己保持满意，最重要是身体健康平平安安,164,25916,80,1
Vehicle | 一路音乐陪伴 一路心情放飞,驾车-放松-欧美,介绍：最放松的状态，就是开着车，放着最喜爱的音乐，走在自己喜欢的路上，所有的疲惫都迎风而散~Vehicle歌单：不定期更新…,5,515,33,评论
复古R&B｜感受摩登都市的慵懒节奏,R&B/Soul-欧美,介绍：“回到复古都市街头，感受摩登时代的慵懒与随性，释放属于自己的节奏专场，在梦幻泡影中舞动.”-歌单主要包含复古氛围的R&B/每周一更.封面；纽约海滩城市,128,17338,25,9
『KEEP』跑步/帕梅拉/节奏感动力歌单,欧美-流行-兴奋,介绍：自律即自由那些波澜不惊的日复一日最终会在一天让你看到坚持的意义,31979,2979482,164,55
自由组｜ENTP/INTP｜“自由是灵魂的氧气”,欧美-流行-兴奋,介绍：“哥 我想要……”“你想要什么”那人的手已经安耐不住 深入探索燥热的空气与昏暗的灯光将气氛烘托至极点“我……我想要自由”,59,11019,27,评论
丝滑R&B^RNB｜节奏邂逅旋律,R&B/Soul-欧美-流行,介绍：R&B【Rhythm and Blues】，译作“节奏蓝调”或“节奏布鲁斯”。融合了爵士乐，福音音乐和蓝调音乐的音乐形式。RNB的奇妙在于，它会将聆听者带上高空，体味北欧清冽的空气，如天堂般的轻灵；它也会带着你到卡萨布兰卡的喧闹酒吧，感受一下肆意的气息。微妙的顺滑感，节奏分明的重低音，空灵的回响人声～无限回味,178,7176,175,评论
爵士慢摇 | 恣意沉醉，感受音乐与生活,欧美-R&B/Soul-夜晚,介绍：恣意沉醉，感受音乐与生活,13,1850,40,评论
【氛围感】适合 D 0（做事儿）时候听的歌,夜晚-性感-欧美,介绍：Just enjoy the moment！也许是一个人，也许是两个人，无所谓，开心最重要！,14424,1095263,142,114
『电音女毒』女声响起，即沦陷之时,欧美-电子-性感,介绍：何为女毒，我理解为：有一种甜美的声音让人沦陷，也有种美妙的旋律让人惊艳，恰巧它们融合在一起，这就叫做女毒。当电音与女毒完美融合，绝对能让人沦陷其中。戴上耳机，开启一场非同凡响的听觉盛宴，女声响起，即刻沦陷。配合鲸云音效体验效果更佳。,19万,12768826,338,1302
温柔抒情英文歌单开口醉,欧美-治愈,介绍：愿你被这个世界温柔相待愿你目之所及 心之所向满满都是爱愿你有软肋也有盔甲愿你绽放如花愿你常开不败happy everyday.,506,63301,80,2
无前奏丨欧美女声丨三秒爱上,欧美-流行-浪漫,介绍：■男声① ②单了解一下你 爱上一首歌 要多久？我 只想用3秒。3秒一开口 便有足够的理由点亮 ♥了适合做手机铃声的欧美歌曲，有你♥的吗？﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌﹌★☆顺序已调整☆★△若有推荐请私信，会加入到丨评论推荐丨歌单中封面ins:prostodiiiii(侵删)Set 2017.12.10,78万,49434572,96,1722
『哈曼卡顿琉璃4』｜体验超清臻音沉浸环绕,欧美-电子-驾车,介绍：网易云哈曼卡顿音效设置方法如下：1.打开网易云，随机播放一首歌曲；2.打开歌曲界面，点击右下角歌曲详情；3.进入之后，选择第四项鲸云音效；4.进入鲸云音效之后，在音效设置中，选择高解析人声；5.其次，找到均衡器选项，点击进入；6.在均衡器界面中，选择右上角高级设置。根据哈曼卡顿的音效特点，将低频段（如60Hz以下）稍微降低，中频段（如50 0Hz左右）适当提升，高频段（如2kHz以上）略微降低，以达到音效的平衡；7.环境音效可根据个人喜好调整为『浴室』或『音乐厅』；8.调整后，点击保存或确认进行生效。封面：哈曼卡顿琉璃4,106,6462,66,1
欧美新声：拥抱浪漫，把时光浪费,欧美-流行,介绍：选择了最近刚出的相对小众的欧美歌曲，节奏也是轻快明亮，在深秋了就要听点让心情快乐的歌呀,573,120308,180,5
➤潮牌店BGM/东山口/安福路/太古里♪,欧美-驾车-游戏,介绍：歌单介绍：➤潮牌店BGM/东山口/安福路/太古里♪记得收藏感谢支持,1991,126246,135,8
浪漫主义 | 梦幻的边境 疾驰的海风,欧美-浪漫-治愈,介绍：夏天的风吹过脸颊格子衫配短裙真的很搭路边的可乐汽水格外的诱人口袋里的手机还是没你的消息再一次想见到你不知要到何时见面说的第一句话希望是:我好想你,371,81175,80,1
Chill R&B｜戴上耳机开启放松模式,欧美-R&B/Soul-流行,介绍：R&B:一般称为“节奏蓝调“或“节奏布鲁斯”。是一种融合了爵士乐，福音音乐和蓝调音乐的音乐形式，起源于20世纪40年代的非裔美国人社区。这个音乐术语最早由美国公告牌( Billboard)于1940年代提出，如今已经成为风靡世界的一种音乐风格。歌单选的都是比较Chill的R&B，慵懒的嗓音＋温柔的旋律，就像夏日傍晚的晚风，温柔且舒适，给你带来舒缓和放松。,11212,890578,1764,27
ISFP独白☁️悦耳电频，灵感探索,欧美-电子-流行,介绍：ISFP的灵感独白，充满了清新的音乐元素和悦耳的电频，可以帮助你探索内心的创意世界。在这里，音乐如柔和的云朵，为你的灵感提供了美妙的舞台。歌单中融合了欧美流行和电子音乐的多种元素，从欢快的Electro Pop、到治愈的Tropical House，每一首歌都是一段音乐的冥想，可以让你在探索创意时感受到轻松和清新。无论你是在创作、绘画，还是寻求轻松的音乐放松，这里都将成为你的音乐伙伴，带来清新和轻松的氛围。让这个电子音乐歌单成为你的灵感探索之旅，帮助你释放创意，轻松探索内心的世界。音乐如云朵一样漂浮，为你的灵感探索提供美丽的背景。ISFP独白☁️悦耳电频，灵感探索,88,10771,258,评论
「欧美｜伤感」心如荒岛因我终老,欧美-伤感-流行,介绍：“我无法在这枯燥的生活中寻找到属于我的乐趣 可是生活还是要继续”,65,10231,21,评论
高级感chill｜慵懒放松 卧室暧昧氛围,欧美-夜晚-安静,介绍：世界太喧嚣，人潮复杂，好好温柔自己每个人都是一束光，可以照亮自己亦可照亮别人，每个人都有自己的优点与缺点及主见，因我们不完美才让自己这 束光独一无二，亦不可复制。我们活在这个世界上每个人都有自己的主见、想法与选择，我们的主见、思想、观念别人不可主宰，也不可能被 人代替，每个人都是独一无二的那束光。你特别好 特别温柔 特别值得早安 午安 晚安,468,90597,100,3
改变磁场，吸引好运，快乐玄学100％欧美系,欧美-快乐-放松,介绍：•ᴗ•我很健康，我很快乐，我很富足！我是圆满喜悦，幸运，智慧的人！我是因世界是果，我是圆满喜悦的！每天都有好事发生在我身上！我敞开自己！我对一切的发生负百分之百的责任！我会吸引更强大的幸福和能量，所有烦恼通通闪开！我有资格拥有这世上最美好的一切！,81,3966,60,13
英文旋律｜沉浸于舒心的治愈小调,欧美-流行-放松,介绍：要允许一些人有安静的青春愿我们都能坦然的接受自己,224,84325,99,3
【意境篇】公路/夕阳/沙漠/海风,欧美-旅行-驾车,介绍：旅行日志――身未动，心已远，我们终将在旅行的路上。摇下车窗，带上音乐，一人一车，在夕阳下沿海奔驰。夕阳西下，华灯初上 ，沿窗听风尘，低头忙着赶路，偶尔抬头，被风景迷了眼。歌单建立时间――2017.5.2,35306,1915510,57,76
疯批/兴奋/涩媚/带感/节奏感强一些的BGM,兴奋-性感-欧美,介绍：适合看sese听？有些也适合拿来代cp或做手书/meme/剪辑……本来是想着自己看看文听的，没想到火了？！是按照我个人喜好选的歌！很杂慎入！！！封面来自美剧：《十年计划》,4816,156667,204,18
跑步唤醒剂：激活神经|运动不止,欧美-运动-快乐,介绍：喜欢耳边的习习凉风，喜欢冲刺时的顺利与喜悦,2026,415362,180,10
欧美撩耳旋律·浪漫如浓云欲坠,欧美-浪漫,介绍：我喜欢夏天的雨，雨后的阳光，和任何时候的你。,406,101604,180,4
Ephemeral小众｜调停者人格的 耳机避难所,欧美-治愈-另类/独立,介绍：先有自我，才无枷锁.不需时刻敏感，迟钝有时即为美德.音乐是灵魂的窗口，耳机是沉浸音乐世界的钥匙.,15,704,58,评论
PHONK神曲：纯爱硬曲 高燃漫剪BGM phonk ,欧美-电子-流行,介绍：PHONK封面特点，主体：二次元 血 幽灵 非法改装 火焰 机车 跑车 鬼 女人 骷髅背景：红色 绿色 紫色 黑白画质滤镜：480P 绿色 紫色.,8207,794353,77,31
R&B推荐｜慵懒的粉色与浪漫感的适配度拉满,R&B/Soul-放松-欧美,介绍：小众氛围感R&B，温柔慵懒治愈，宝藏歌曲安利永远会被这种温柔的调调所吸引,42047,3323767,41,68
“没有小众的音乐，只有迟到的听众”,欧美-夜晚-治愈,介绍：如果这也能被你刷到 那你肯定也是那个宝藏吧！好听不过999的宝藏歌曲 持续更新,134,17445,39,3
温柔治愈 所幸世上有光总会相遇的,欧美-流行-治愈,介绍：有趣的灵魂终会相遇，无趣的灵魂渐行渐远，幸福也许会迟到，但永远不会缺席。,173,17382,52,1
坠入碧蓝盛夏☀清旋律，惬意微醺,欧美-流行-放松,介绍：清新电流中的惬意微醺的感觉真是太美妙了！沐浴在阳光下，感受清新的海风，一边品尝着美味的鸡尾酒，一边聆听着优美的音乐，让人仿佛置身于世外桃源般的地方，身心得到完全的放松和愉悦。,293,80303,100,5
欧美惬意 ♡ 醉意慵懒的梦幻音嗓,欧美-流行,介绍：偶尔几缕调皮的阳光从树影投下 头发里都是太阳暖暖的味道...,334,52169,23,2
深夜做作业听点安静的歌(欧美为主),欧美-轻音乐-夜晚,介绍：不喜勿喷 取消收藏就可以（总有盲人 只能调到第一行）不定时收藏/删除歌我觉得安静 （相比我的另一个歌单）接受建议 不一定实行歌单本为私用 能被你们喜欢也很高兴（封面是我在长安街拍的小店）（后来呢？它早就倒了 换了好几家）,34351,2294910,175,692
节奏多巴胺｜欧美性感女嗓与氛围鼓点的碰撞,流行-欧美-R&B/Soul,介绍：性感迷人的嗓音，似醉非醉 像高脚杯里的香醇红酒 像沙发上慵懒的阳光 …又像冰淇淋里放了一点点柠檬，汽水薄荷的丝丝细腻的甜~又像是丝滑的巧克力在小糕点上好像要流下了，金银香甜的小珍珠糖散发着迷人的果香味！正所谓，听起来是非常的秀色可餐~,387,73305,150,2
【99℃耳朵怀孕系列】值得单曲循环的英文歌,欧美-流行,介绍：最近更新时间：2023.12.13私藏歌单【个人向】敲好听的的英文歌收藏好听宝藏英文歌！！！建议随机播放我会在每个有意义的时辰远隔山海与你共存我自己私藏的宝藏歌曲特别适合疲惫的时候唤醒自己，瞬间活力满满，心情也会变得超高呢！【歌单会持续更新的哦】歌单创建日期:2018.06.27歌单修改日期:2019.05.29歌单整理歌曲日期:2020.02.11歌单新增歌曲日期:2023.7.11不定时更新[建议随机播放],61566,7341910,439,177
英文民谣｜沉浸于舒心的治愈小调,欧美-民谣-治愈,介绍：要允许一些人有安静的青春愿我们都能坦然的接受自己封面：三浦秃秃,5618,472502,133,14
走路带风｜造型要酷，气势要足,欧美-电子-兴奋,介绍：人生苦短，刻不容缓怎么灿烂怎么闪封面:意大利模特Vittoria Ceretti,47,8465,31,2
节奏控｜健身爱好者的专属福利,欧美-流行-电子,介绍：节奏控系列…健身大多数时候都是一个人在练…因为自律的人永远是孤独的…重复的训练或许枯燥乏味…愿有音乐陪着你…为了避免无聊…可以听点音乐…这个歌单适合跑步…力量训练时候听…是你运动健身时候的专属福利…坚持训练…自律才会有自由…一起加油…,10107,1414200,82,46
心动R&B：快乐鼓点 带点甜蜜可爱的味道,欧美-流行-R&B/Soul,介绍：喜欢蝴蝶和水母飘渺而虚无蓝色蝴蝶与水母像我掉进了湖动听的音乐就像是 飞舞的蝴蝶在空中翩翩起舞，也像是叮咚的泉水在山间流淌，有时候，也像是璀璨的星辰，在夜空用闪烁,46,4480,52,评论
R&B推荐|清冷嗓音又飒又酷的唱着迷幻R&B,R&B/Soul-放松-欧美,介绍：〞对你而言 微醺的浪漫是什么？是疲惫生活的一剂良药是快乐生活的锦上添花也是迷茫生活里片刻的舒缓剂,3380,407299,79,21
旋律流光 | 迷失在梦境之中,欧美-电子-兴奋,介绍：这个歌单带你进入电子音乐的霓虹夜景，欢呼声和节奏感在空气中流动，炫酷的灯光交织着强劲的Bass，让你的身体跟着音乐摆动。从Techno到House，从Trance到Dubstep，这里有各种电子音乐的精华，让你在夜店里尽情释放。无论是独自一人，还是和朋友一起，这个歌单都能为你打造出最棒的电子音乐之夜。,42,78204,40,1
小众欧美系 | 缥缈空灵旋律 温柔慵懒的嗓音,欧美-治愈-放松,介绍：“在这喧闹的世界中，我独自享受这份安静”,301,26126,61,5
节奏控｜戴上耳机舒适度100％,欧美-旅行-运动,介绍：[持续更新]旅行·散步·洗澡必备歌单,19934,1674594,74,26
欧美治愈系|温柔英文歌✨,治愈-安静-欧美,介绍：大家一定都是很温柔的人吧❤️愿你眼里星星温柔泛滥，人间至及✨,19万,12300162,151,581
欧美治愈：沉溺轻漫的温柔音海,欧美-流行,介绍：最好的生活状态就是，一个人时，安静而丰盛,9921,1110409,180,67
『电驾』比酒驾更危险的是电驾,欧美-电子-驾车,介绍：多数都为Remix 希望你能喜欢 这美妙的节奏,25万,23870658,256,741
[节奏控]【超好听的小众英文歌】,欧美-流行-放松,介绍："Remember， you don't have to be very good， you can do your best， and you don't have to live up to everyone who works hard. You don't have to be a rose. Isn't the grass in the mountains and plains very free?"佩戴耳机体验最佳,18万,18033844,286,506
酷哥御用（黑暗迷幻涩气向）,欧美-酒吧-流行,介绍：精选各种节奏感强/黑暗系/迷幻摇滚/涩气向带感歌曲，主推英文歌次法语少量德语，持续更新中 欢迎补充。“他说终有一日他将如这落叶般归根，顺从自己深爱着的死亡。那时的枫叶枯黄，霞光初上。”不接歌曲推广，另外能不能不要屏蔽我封面了,95772,2761800,181,754
微醺欧美：玫瑰沉溺晚霞色彩的海浪,欧美-学习-安静,介绍：天上有多少星光，世间有多少女孩，但天上只有一个月亮，世间只有一个你。,13780,1313678,180,49
伤感的岁月，还能否找回曾经的快乐,欧美-另类/独立-治愈,介绍：夜深人静，心却更加痛。笑容背后隐藏的是满满的伤感。,66,15227,32,2
『欧美』辣妹/性感/微醺/氛围/歌单,欧美-性感,介绍：“品味相同的人终会相遇”,48383,3716012,57,79
Flipped洗澡小曲 快乐时光 舒适又治愈,欧美-流行-治愈,介绍：像在泳池底，透过清澈的水面，看绚烂的晚霞。这时，被风吹来几个泡泡，在天空上飘舞。,16,947,38,评论
开口即是惊艳｜独特惑人嗓音 一秒沦陷,欧美-流行-快乐,介绍：独特嗓音为变换的四季增添几分生机春日暖阳与大地的辉映夏日酷热与冰块的碰撞秋日微凉与落叶的相衬冬日寒冷与雪花的照应带上耳机聆听状态十足 惊艳满分,50421,7445146,32,186
宝藏欧美|和耳机一起听快乐唱歌,欧美-旅行-快乐,介绍：好友，汽水， 街头 ，散步，晚风 耳机里听的歌都太浪漫了,221,61334,180,1
【欧美】让你一秒倾心的神级电音❤️,欧美-电子-流行,介绍：电子音乐一度几乎完全与西方特别是欧洲的艺术音乐连结但自从1960年代晚期以后因为摩尔定律造就了可负担得起的音乐科技意味着使用电子方式制作音乐变的越来越多在各国不同区域流行的领域普及与发扬起来今日的电子音乐包含各式各样以及范围从实验艺术音乐到流行形式如电子舞曲虽然现代流行音乐在创作与制作过程中已广泛使用电子器材和软件设备但流行电音与其他音乐类型在制作上已有风格上的差异但音乐结构上则与其他舞曲音乐类型并无太大区别而作为辅助流行音乐和摇滚音乐的音乐曲风流行电音还直接影响了其他的后续流派,10627,1139174,249,50
节奏控 | 神仙音律，瞬间开启心动模式,欧美-驾车-放松,介绍：晚风吹过落叶，渔火照亮客船，停泊后靠在岸边的旅人，沉默着望向远方，三三两两的星辰，月亮倒映在水中，夜色笼上了一层蜜色的氛围，你听没有听到远方在唱歌，闭上眼睛，享受当下吧。,77062,9197638,107,302
轻松舒缓的英文歌&捕捉生活的温柔,欧美-学习-治愈,介绍：但愿这一首首歌能够抚慰我们的敏感脆弱的心灵,254,25301,131,1
「欧美说唱」温柔rap唱给你听,欧美-说唱-流行,介绍：心情不好的时候，这些英文歌是最好的解药。不仅可以消除烦恼，也为你增添一些快乐。不怕歌荒，优质嗓音，给你的耳朵大大的满足。或许你不知道这些歌的意思，但是总有那么一段 旋律在你的脑海循环，让你 瞬间爱上这些歌！,2771,152677,50,13
落日飞车 | 今天晚霞很温柔风也醉人,欧美-浪漫-治愈,介绍：幻想过和你一起的生活，温柔 有趣 不必太激烈，三餐 四季 不必太匆忙，毕竟我有一生的时间要和你浪费，你要宠我 要牢记我的眉眼，而我啊 就躺在你的怀里撒娇好了爱，就是那份轻松的感觉。就算没有手牵手的亲昵，没有相依为伴的誓言，同样让人感到温馨。恋爱时，彼此是崇拜者；交谈时，彼此是知音；得意时，彼此是吹牛对象；生气时，彼此是出气筒；困难时，彼此是咨询师；痛苦时，彼此是安慰者；病时，彼此是护理；老时，彼此是拐杖；平时，彼此各干各，保持适度距离。——最舒适的爱情关系莫过于此。,118,75647,79,2
「病娇色気」极诱心扉，撩红耳根的性感旋律,爵士-性感-欧美,介绍：极致魅惑 、性感律动、病娇色気向BGM慵懒 随意 性感 傲慢 野性，精选欧美性感声线，带你感受一场极诱心扉、撩红耳根的食色盛宴。,12万,7512075,144,237
【旋律控】带来极致享受的欧美旋律,欧美-流行-清新,介绍：【旋律控】带来极致享受的欧美旋律希望大家喜欢,11076,6620869,94,27
想拥有欧美辣妹的自信！,欧美-说唱-R&B/Soul,介绍：每当自己自卑的时候戴上耳机点开这个歌单我 好 像 就 变 自 信 了 ！哈哈哈哈哈哈哈哈,51615,4124108,81,132
欧美粉必听！坠入云端的心动节奏,欧美-流行,介绍：在云端中穿梭 仿佛一切停顿在时光的流层里 细细品味，注目 这一片安逸的时光 带着迷幻色彩的格调 犹如置身极致幻境 ……,89,36355,20,评论
《复古青年蹦迪指南》,欧美-舞曲-电子,介绍：邀您参加复古大趴体//一起蹦个复古迪「把我的喇叭裤拿出来！爆炸头假发拿出来！皮夹克拿出来！把音量开到最大，舞厅灯光闪烁，伴着这复古节奏，随影起舞，孑然一身，自在而沉醉。」风格相关：Disco/Swing Jazz/Funk/Vaporwave//Nu disco/Synthwave风格简介：Disco:Disco是"Discotheque'的简称，原意是指”供人跳舞的舞厅”，60年代初源于法国。人们把这种由唱片播放出来的跳舞音乐也称作迪斯科。SwingJazz:摇摆乐盛行于上世纪30年代，摇摆乐最明显的特征是让你一听便想随之舞动的摇摆节奏。Funk:起源于1960年代中期至晚期，将灵魂乐、爵士乐和节奏蓝调融合成一种有节奏的、适合跳舞的音乐新形式。Vaporwave :受cyberpunk文化影响很深的online microscenes，主要将复古音乐（如disco）运用lofi等手段重制，具有很强的舞曲文化。Nu disco:利用了70年代美国的disco的节奏，加入了新的电子元素，使结构更为平滑。Synthwave:受20世纪80年代电影原声带和电子游戏影响的电子音乐类型。表现为复古未来主义，模仿20世纪80年代的科幻电影，对80年代文化的吸收，使其更具复古节奏感。,15万,8770607,60,705
欧美丨希望世界安静，让所有情绪见鬼。,欧美-流行-感动,介绍：I，d already said my goodbyes to the sun,229,26252,30,评论
｜陶醉女毒｜余音绕梁 无限循环,欧美-电子-舞曲,介绍：往下走，越听越上头……歌单合作请私信@吾只略潮-爵爷每一天都是一个新的开始，让我们一起用微笑和希望迎接未来的挑战。无论昨天经历了什么，每个清晨都是一个全新的开始，让我们抛开过去的烦恼和忧虑，迎接新的机遇和挑战。用微笑面对困难，用希望驱散黑暗，相信每一天都会带给我们新的希望和美好。后来，生活变成了我的老师，不过它比学校的老师严厉多了，我稍微偷懒一会，它就会罚我吃不上饭。难吃的东西，你不会吃第二口，让你难过的人却原谅了一次又一次。,6409,767746,385,65
无vip）冷门小众但巨好听的英文歌！信我！,欧美-散步-学习,介绍：持续更新！不会有VIP 我能听的你们都能听!都是精挑细选出来的接投稿! 觉得好听的也会放进去~最后 祝你们度过美好的一天！（图源网络 侵权删）,438,29654,314,3
欧美流行｜欢快小调✨不开心都通通给我消失,欧美-流行-快乐,介绍：【欢迎投稿】听了会开心到起飞的歌单不要不开心啦，希望那边的你能有美好的一天（持续更新）喜欢的话就收藏一下吧❤️封面是 麦肯娜-格瑞丝创建于2021年8月24日------------------,55105,4466080,421,215
百听不厌！精选怀旧经典英文英语老歌200首,欧美-酒吧-怀旧,介绍：本歌单创建于2013年，不定时更新中…………封面人物：海蒂·拉玛（Hedy Lamarr，1914年11月9日-2000年1月19日）,17782,1576799,194,77
「冬天 · 与你」雪是大浪漫，你是小人间,欧美-流行-快乐,介绍：我很想要过这样一个温暖的冬天有一场踩起来嘎吱嘎吱的大雪有路灯下昏黄得模糊的暖光有趴在桌下酣睡的猫咪有热烘烘的烤地瓜有一壶暖胃的酒有本想看的书有窗上的雾有大毛毯还有你歌单图片来源：赵暮然,104,13799,29,3
微醺美学：独享耳机里的浪漫旋律,欧美-流行-浪漫,介绍：我想和你度过漫漫长夜，想陪你到两鬓斑白，想和你看遍世间风景，简单来说就是我想往后余生都是你。,187,19789,32,1
『欧美&鼓点』爱于前奏 死于高潮,欧美-流行-兴奋,介绍：沦陷于鼓点英文歌，跟随节奏旋律尽情放松舞动吧！,232,40230,143,1
【jazz hiphop】浪漫与自由的共生,说唱-爵士-欧美,介绍：爵士说唱个人理解就是在hiphop的鼓上加一些类似爵士的旋律，比如小号，低音琴，在上世纪80、90年代美国就有人做，有名的比如gang starr和the roots包括common，这会儿的爵士说唱爵士味非常重。在本世纪初，爵士说唱在日本开始流行，出现了许多非常优秀的音乐人，其中在中国听众最多的就是Nujabes了，可惜天妒英才，现在国内也有许多非常优秀的爵士说唱音乐人，以前c.o.u和现在的itsogoo都有很多很优秀的作品，爵士说唱歌词偏向说理，大部分音乐人思想境界都比较高。如果与别的风格进行区分的话还是比较容易区分的，jazzy hiphop没有內么多的电子元素，乐器演奏比较多，鼓的节奏偏舒缓，听起来也比较令人舒服，有一种敞开心灵的感觉。yes yes yall and you don't stop。,22172,1006541,72,107
